"uniqID","yrint","yrborn","female","race","marital","educ","realrinc","health"
"ID_12164",1982,1943,0,2,5,13,25619,3
"ID_12172",1982,1925,1,2,1,12,16577,3
"ID_12212",1982,1947,0,1,5,9,603,2
"ID_12217",1982,1961,1,1,1,12,6631,3
"ID_12236",1982,1944,0,1,1,12,51237,3
"ID_12245",1982,1957,0,1,5,16,16577,4
"ID_12277",1982,1941,1,1,3,12,4220,3
"ID_12301",1982,1952,0,1,5,16,51237,4
"ID_12308",1982,1933,0,1,1,12,28030,4
"ID_12324",1982,1952,1,1,1,12,2411,3
"ID_12333",1982,1935,1,1,1,17,28030,4
"ID_12428",1982,1934,1,2,3,7,2411,2
"ID_12429",1982,1939,0,2,1,12,22605,3
"ID_12436",1982,1952,0,1,1,15,28030,2
"ID_12439",1982,1949,1,2,4,9,603,2
"ID_12444",1982,1926,1,1,1,12,4220,2
"ID_12451",1982,1933,0,1,1,13,9042,3
"ID_12462",1982,1933,0,1,1,11,28030,3
"ID_12466",1982,1924,0,1,3,11,2411,3
"ID_12469",1982,1959,0,1,1,12,22605,4
"ID_12478",1982,1961,1,2,1,12,7836,4
"ID_12526",1982,1925,1,1,1,16,25619,3
"ID_12552",1982,1958,0,1,5,16,28030,3
"ID_12557",1982,1957,0,1,1,12,25619,3
"ID_12593",1982,1915,1,1,2,18,10850,2
"ID_12637",1982,1954,0,1,4,14,97992,4
"ID_12639",1982,1941,0,1,1,12,22605,2
"ID_12666",1982,1954,0,1,1,12,13563,3
"ID_12677",1982,1955,1,1,1,11,19591,3
"ID_12712",1982,1935,0,1,1,10,25619,4
"ID_12735",1982,1940,1,1,3,10,10850,2
"ID_12748",1982,1954,1,1,1,16,13563,4
"ID_12752",1982,1954,1,1,3,12,28030,3
"ID_12756",1982,1952,1,1,1,14,2411,4
"ID_12763",1982,1959,0,1,5,12,9042,3
"ID_12766",1982,1924,1,1,1,9,2411,2
"ID_12767",1982,1954,0,1,1,12,19591,3
"ID_12770",1982,1926,0,1,1,11,19591,4
"ID_12818",1982,1950,1,1,4,12,603,3
"ID_12819",1982,1928,0,1,1,16,28030,3
"ID_12859",1982,1957,1,1,1,12,5425,3
"ID_12865",1982,1939,1,1,3,13,16577,4
"ID_12871",1982,1945,1,1,1,12,25619,3
"ID_12873",1982,1953,1,1,1,12,16577,4
"ID_12877",1982,1921,1,2,4,6,7836,2
"ID_12882",1982,1918,0,1,1,15,97992,3
"ID_12924",1982,1962,1,1,5,12,9042,3
"ID_12928",1982,1949,1,1,1,12,25619,3
"ID_12933",1982,1951,1,1,3,17,25619,3
"ID_12944",1982,1927,1,1,1,12,19591,3
"ID_12958",1982,1926,0,1,1,8,36167,4
"ID_12962",1982,1938,0,1,1,16,97992,3
"ID_13021",1982,1954,0,2,1,12,13563,4
"ID_13022",1982,1938,0,2,1,16,97992,4
"ID_13039",1982,1961,1,1,1,12,603,4
"ID_13082",1982,1907,1,2,3,7,2411,4
"ID_13085",1982,1957,1,1,4,14,19591,3
"ID_13110",1982,1927,1,2,1,12,36167,4
"ID_13125",1982,1951,0,1,1,14,36167,4
"ID_13140",1982,1942,1,1,3,16,19591,4
"ID_13165",1982,1953,0,2,1,12,10850,4
"ID_13173",1982,1936,1,1,1,12,2411,3
"ID_13178",1982,1951,1,1,3,12,13563,4
"ID_13179",1982,1948,1,1,1,12,13563,4
"ID_13190",1982,1932,0,1,1,6,16577,4
"ID_13196",1982,1946,1,1,3,16,13563,4
"ID_13200",1982,1910,1,1,5,14,603,4
"ID_13201",1982,1949,1,1,1,20,16577,1
"ID_13214",1982,1954,0,1,5,13,16577,3
"ID_13219",1982,1955,0,1,1,16,16577,3
"ID_13224",1982,1952,0,1,1,19,36167,4
"ID_13245",1982,1964,0,1,1,10,603,4
"ID_13248",1982,1953,0,1,5,14,16577,4
"ID_13284",1982,1951,1,1,3,13,9042,3
"ID_13286",1982,1963,1,1,5,12,603,2
"ID_13307",1982,1956,1,1,1,13,10850,3
"ID_13318",1982,1935,0,3,3,15,16577,4
"ID_13325",1982,1957,1,1,3,13,9042,4
"ID_13328",1982,1935,0,1,5,14,16577,2
"ID_13339",1982,1957,1,1,5,15,603,4
"ID_13364",1982,1941,1,1,1,12,16577,3
"ID_13375",1982,1957,1,1,5,16,10850,3
"ID_13387",1982,1951,1,1,1,16,19591,4
"ID_13398",1982,1920,0,1,1,12,7836,2
"ID_13407",1982,1956,1,1,3,10,9042,3
"ID_13414",1982,1930,1,1,1,9,2411,2
"ID_13427",1982,1961,1,1,5,12,2411,3
"ID_13455",1982,1949,1,1,3,12,13563,3
"ID_13457",1982,1932,1,1,1,12,2411,3
"ID_13488",1982,1962,0,1,5,12,10850,4
"ID_13499",1982,1921,1,1,1,9,4220,3
"ID_13500",1982,1945,1,2,3,12,9042,3
"ID_13509",1982,1954,1,1,1,19,22605,4
"ID_13528",1982,1943,1,1,4,12,7836,3
"ID_13538",1982,1945,0,1,1,13,97992,4
"ID_13542",1982,1938,0,1,1,7,22605,4
"ID_13551",1982,1922,0,1,5,12,13563,3
"ID_13561",1982,1947,1,1,5,12,36167,3
"ID_13564",1982,1943,0,1,1,12,16577,4
"ID_13578",1982,1962,1,1,5,12,603,4
"ID_13584",1982,1947,1,1,1,11,7836,4
"ID_13610",1982,1952,0,1,1,10,13563,4
"ID_13614",1982,1956,0,1,1,12,16577,3
"ID_13620",1982,1960,1,1,1,11,603,2
"ID_13623",1982,1961,0,1,1,12,5425,3
"ID_13643",1982,1927,0,2,1,14,36167,4
"ID_13647",1982,1942,0,2,4,8,4220,2
"ID_13649",1982,1960,1,2,5,11,2411,3
"ID_13682",1982,1935,0,2,4,10,36167,2
"ID_13696",1982,1959,0,2,5,12,10850,4
"ID_13701",1982,1950,1,2,1,18,13563,3
"ID_13707",1982,1918,0,2,3,6,7836,2
"ID_13712",1982,1932,1,2,4,16,6631,4
"ID_13728",1982,1956,0,2,1,12,2411,3
"ID_13734",1982,1941,1,2,1,10,6631,2
"ID_13778",1982,1963,0,2,5,11,603,4
"ID_13787",1982,1958,0,2,5,14,603,3
"ID_13805",1982,1937,1,2,1,10,22605,3
"ID_13807",1982,1948,1,2,1,12,19591,3
"ID_13809",1982,1932,1,2,1,16,22605,3
"ID_13811",1982,1931,0,2,5,14,36167,3
"ID_13813",1982,1960,0,2,5,11,2411,4
"ID_13841",1982,1956,1,2,1,13,4220,3
"ID_13884",1982,1939,0,2,1,8,2411,1
"ID_13886",1982,1959,0,2,5,12,13563,4
"ID_13891",1982,1947,0,2,1,11,5425,3
"ID_13925",1982,1945,1,2,4,11,603,2
"ID_13955",1982,1955,1,2,5,14,19591,4
"ID_13986",1983,1927,0,1,1,7,26411,
"ID_13996",1983,1961,1,1,1,12,12779,
"ID_14005",1983,1922,0,1,1,16,81266,
"ID_14041",1983,1947,0,1,1,16,48277,
"ID_14050",1983,1926,1,2,1,18,34078,
"ID_14053",1983,1933,1,2,3,14,26411,
"ID_14060",1983,1921,0,1,1,9,15619,
"ID_14087",1983,1948,1,2,5,13,18459,
"ID_14107",1983,1935,1,1,1,11,6248,
"ID_14117",1983,1928,0,1,5,12,3976,
"ID_14130",1983,1958,1,1,5,15,3976,
"ID_14154",1983,1946,1,1,3,12,24139,
"ID_14157",1983,1960,1,1,5,16,3976,
"ID_14161",1983,1923,0,1,1,14,81266,
"ID_14165",1983,1957,0,1,1,12,26411,
"ID_14188",1983,1927,0,1,1,12,18459,
"ID_14217",1983,1924,0,1,1,14,12779,
"ID_14219",1983,1930,0,1,1,18,48277,
"ID_14220",1983,1919,0,1,1,14,21299,
"ID_14248",1983,1952,1,1,3,17,24139,
"ID_14270",1983,1958,1,1,1,13,7384,
"ID_14339",1983,1948,1,1,1,13,7384,
"ID_14340",1983,1944,0,1,1,12,26411,
"ID_14347",1983,1941,1,1,1,12,12779,
"ID_14391",1983,1927,0,1,1,8,26411,
"ID_14398",1983,1928,0,1,2,8,26411,
"ID_14416",1983,1960,0,1,5,11,12779,
"ID_14422",1983,1926,0,1,1,16,26411,
"ID_14462",1983,1955,1,1,5,12,10223,
"ID_14466",1983,1962,0,2,5,12,12779,
"ID_14474",1983,1958,0,1,5,13,10223,
"ID_14498",1983,1931,1,1,1,16,10223,
"ID_14516",1983,1956,0,1,3,10,12779,
"ID_14517",1983,1952,1,1,1,13,2272,
"ID_14544",1983,1939,1,1,1,17,34078,
"ID_14546",1983,1911,0,1,1,12,15619,
"ID_14552",1983,1946,1,1,1,16,3976,
"ID_14561",1983,1943,1,1,5,18,21299,
"ID_14565",1983,1952,0,1,1,12,24139,
"ID_14571",1983,1929,0,1,5,11,12779,
"ID_14574",1983,1927,0,1,1,13,18459,
"ID_14581",1983,1958,1,1,1,12,8520,
"ID_14606",1983,1919,1,1,2,12,3976,
"ID_14631",1983,1957,0,1,1,10,24139,
"ID_14633",1983,1944,0,1,1,12,26411,
"ID_14639",1983,1956,1,3,1,12,5112,
"ID_14643",1983,1916,1,1,1,16,568,
"ID_14644",1983,1940,1,1,4,12,6248,
"ID_14672",1983,1955,1,1,1,12,3976,
"ID_14719",1983,1957,0,1,1,12,18459,
"ID_14725",1983,1947,0,1,1,13,21299,
"ID_14733",1983,1953,0,1,3,12,18459,
"ID_14740",1983,1959,0,1,5,11,10223,
"ID_14848",1983,1940,1,1,1,16,8520,
"ID_14852",1983,1948,0,1,1,16,48277,
"ID_14853",1983,1959,1,1,1,17,18459,
"ID_14873",1983,1947,1,2,3,10,15619,
"ID_14892",1983,1951,0,2,1,12,26411,
"ID_14896",1983,1919,0,1,1,13,34078,
"ID_14904",1983,1943,0,1,1,20,48277,
"ID_14919",1983,1934,0,1,1,16,48277,
"ID_14935",1983,1964,1,1,5,12,10223,
"ID_14972",1983,1957,1,1,1,12,12779,
"ID_14990",1983,1938,1,1,1,12,5112,
"ID_15035",1983,1922,0,1,1,10,15619,
"ID_15052",1983,1957,1,2,5,12,8520,
"ID_15060",1983,1961,0,1,1,12,6248,
"ID_15072",1983,1960,0,1,1,11,12779,
"ID_15075",1983,1948,1,1,3,12,26411,
"ID_15091",1983,1920,1,1,2,12,18459,
"ID_15097",1983,1930,0,1,1,15,48277,
"ID_15120",1983,1944,0,1,1,10,18459,
"ID_15128",1983,1952,1,1,1,16,18459,
"ID_15130",1983,1939,1,1,1,12,15619,
"ID_15217",1983,1964,0,1,5,10,5112,
"ID_15228",1983,1918,0,1,1,16,48277,
"ID_15229",1983,1932,0,1,1,18,48277,
"ID_15246",1983,1946,0,1,5,16,48277,
"ID_15252",1983,1933,1,1,1,13,2272,
"ID_15301",1983,1958,0,1,1,10,26411,
"ID_15302",1983,1954,1,1,1,12,8520,
"ID_15355",1983,1957,0,1,1,12,12779,
"ID_15364",1983,1951,0,1,1,16,12779,
"ID_15386",1983,1935,0,1,3,15,12779,
"ID_15415",1983,1910,0,1,2,12,6248,
"ID_15418",1983,1946,1,1,3,12,10223,
"ID_15465",1983,1957,1,1,1,12,7384,
"ID_15498",1983,1923,0,1,1,16,48277,
"ID_15541",1983,1931,1,1,1,12,8520,
"ID_15543",1983,1938,1,1,1,12,568,
"ID_15564",1983,1930,0,1,5,14,12779,
"ID_15567",1983,1952,0,1,1,12,12779,
"ID_15579",1983,1958,0,1,5,10,2272,
"ID_15594",1984,1948,1,2,1,13,46773,4
"ID_15595",1984,1944,1,2,1,16,23386,
"ID_15630",1984,1960,0,1,5,13,17884,4
"ID_15651",1984,1961,1,3,5,12,12381,3
"ID_15656",1984,1957,0,1,1,14,4952,4
"ID_15757",1984,1952,1,2,3,11,9905,3
"ID_15760",1984,1959,1,2,5,13,9905,
"ID_15770",1984,1940,1,1,3,12,17884,2
"ID_15777",1984,1950,0,1,1,14,33016,4
"ID_15793",1984,1958,1,1,1,12,25587,3
"ID_15802",1984,1959,1,2,5,15,15132,3
"ID_15807",1984,1955,1,1,5,15,15132,3
"ID_15810",1984,1936,1,1,3,16,17884,3
"ID_15823",1984,1931,1,1,1,12,25587,3
"ID_15830",1984,1951,1,1,1,17,17884,3
"ID_15831",1984,1956,1,2,1,14,17884,4
"ID_15858",1984,1953,1,1,1,17,23386,4
"ID_15880",1984,1938,1,1,1,12,550,4
"ID_15888",1984,1944,1,1,3,14,9905,4
"ID_15897",1984,1933,0,1,1,16,6053,4
"ID_15912",1984,1962,0,1,1,12,17884,3
"ID_15966",1984,1921,0,1,5,18,33016,2
"ID_15979",1984,1962,0,1,5,12,2201,3
"ID_16049",1984,1960,1,1,1,12,6053,2
"ID_16063",1984,1938,0,1,1,12,87058,4
"ID_16089",1984,1937,1,2,1,11,8254,3
"ID_16134",1984,1955,1,1,1,10,2201,4
"ID_16136",1984,1952,0,1,1,16,15132,3
"ID_16141",1984,1959,1,1,1,16,20635,4
"ID_16155",1984,1961,1,2,5,12,6053,4
"ID_16162",1984,1955,1,1,3,14,25587,4
"ID_16166",1984,1961,0,1,5,12,46773,2
"ID_16203",1984,1957,1,1,1,12,8254,3
"ID_16220",1984,1958,0,1,1,13,33016,4
"ID_16225",1984,1954,1,1,5,16,8254,4
"ID_16317",1984,1948,1,1,1,18,20635,4
"ID_16329",1984,1948,0,2,4,13,23386,3
"ID_16336",1984,1947,0,1,5,17,20635,2
"ID_16348",1984,1947,1,1,1,12,9905,3
"ID_16349",1984,1958,0,2,5,12,6053,3
"ID_16357",1984,1941,0,1,1,19,87058,4
"ID_16366",1984,1959,0,1,1,12,2201,3
"ID_16380",1984,1931,1,1,1,9,12381,1
"ID_16405",1984,1953,1,1,3,14,8254,3
"ID_16418",1984,1941,1,1,3,16,17884,3
"ID_16421",1984,1940,0,1,1,16,46773,4
"ID_16423",1984,1949,1,1,3,14,23386,3
"ID_16424",1984,1950,1,1,3,12,33016,3
"ID_16425",1984,1962,0,1,4,10,4952,3
"ID_16430",1984,1950,0,1,5,20,15132,2
"ID_16431",1984,1959,1,2,5,14,12381,4
"ID_16436",1984,1945,1,1,1,12,7153,3
"ID_16466",1984,1952,0,1,5,16,33016,4
"ID_16467",1984,1954,0,1,1,13,33016,4
"ID_16496",1984,1955,1,1,1,17,12381,2
"ID_16500",1984,1960,1,1,5,17,12381,3
"ID_16507",1984,1954,1,1,1,13,15132,4
"ID_16521",1984,1944,0,1,1,16,33016,4
"ID_16527",1984,1939,1,1,1,18,12381,4
"ID_16591",1984,1957,0,1,1,12,17884,3
"ID_16610",1984,1936,1,1,1,13,33016,3
"ID_16669",1984,1948,0,1,1,12,20635,4
"ID_16671",1984,1930,0,1,1,8,15132,3
"ID_16708",1984,1926,1,1,1,14,550,3
"ID_16731",1984,1931,1,1,1,12,2201,3
"ID_16743",1984,1929,0,1,1,16,87058,4
"ID_16768",1984,1932,1,1,1,12,2201,4
"ID_16773",1984,1957,0,1,5,12,33016,3
"ID_16778",1984,1959,1,1,5,13,8254,4
"ID_16779",1984,1951,1,1,3,13,550,2
"ID_16788",1984,1926,0,1,1,11,15132,2
"ID_16792",1984,1922,1,1,1,12,8254,3
"ID_16810",1984,1961,0,1,1,14,20635,3
"ID_16821",1984,1946,0,1,1,10,25587,3
"ID_16846",1984,1954,1,2,1,16,17884,3
"ID_16849",1984,1934,1,1,1,12,15132,4
"ID_16860",1984,1952,0,2,1,7,9905,4
"ID_16899",1984,1914,1,1,2,5,3852,1
"ID_16904",1984,1914,0,1,1,11,46773,3
"ID_16916",1984,1944,1,1,1,12,550,4
"ID_16925",1984,1951,1,1,1,11,8254,2
"ID_16938",1984,1959,1,1,1,16,20635,3
"ID_16946",1984,1920,0,1,1,8,12381,2
"ID_16951",1984,1962,0,1,5,12,9905,4
"ID_16987",1984,1953,1,1,3,12,12381,3
"ID_17007",1984,1945,0,1,5,14,12381,4
"ID_17020",1984,1951,1,3,1,12,12381,3
"ID_17086",1985,1958,0,1,1,16,31668,3
"ID_17089",1985,1931,1,3,4,9,6861,2
"ID_17105",1985,1961,1,1,5,15,44863,4
"ID_17123",1985,1953,1,3,1,18,9500,3
"ID_17151",1985,1963,0,1,5,12,11876,4
"ID_17157",1985,1927,0,1,1,16,31668,4
"ID_17159",1985,1942,0,1,1,12,44863,4
"ID_17177",1985,1909,1,1,2,12,9500,2
"ID_17200",1985,1950,1,1,3,12,14515,4
"ID_17215",1985,1953,1,1,1,13,14515,4
"ID_17221",1985,1955,1,1,1,12,11876,3
"ID_17225",1985,1928,0,2,5,13,24543,1
"ID_17226",1985,1944,0,2,1,12,22432,4
"ID_17231",1985,1960,0,1,1,12,17154,4
"ID_17235",1985,1958,1,1,1,16,22432,4
"ID_17250",1985,1949,0,1,1,20,11876,2
"ID_17256",1985,1953,1,2,5,12,19793,3
"ID_17266",1985,1948,1,1,1,11,5806,2
"ID_17306",1985,1940,0,1,1,13,44863,3
"ID_17313",1985,1941,0,1,3,16,96036,2
"ID_17387",1985,1948,0,1,1,12,22432,3
"ID_17399",1985,1946,1,1,1,16,31668,4
"ID_17415",1985,1918,0,1,1,14,44863,3
"ID_17418",1985,1958,0,2,1,13,31668,3
"ID_17445",1985,1957,1,1,4,12,11876,3
"ID_17470",1985,1960,0,1,5,12,31668,4
"ID_17482",1985,1939,1,1,1,12,17154,4
"ID_17515",1985,1930,0,1,1,16,96036,2
"ID_17524",1985,1953,1,1,3,14,6861,4
"ID_17536",1985,1950,0,1,1,12,19793,3
"ID_17568",1985,1927,0,1,3,17,31668,3
"ID_17584",1985,1926,1,1,3,16,44863,4
"ID_17594",1985,1962,1,1,1,12,6861,4
"ID_17602",1985,1957,0,1,3,12,24543,2
"ID_17646",1985,1965,0,1,5,11,5806,4
"ID_17709",1985,1953,0,1,5,14,31668,3
"ID_17710",1985,1945,1,1,5,12,22432,3
"ID_17730",1985,1936,0,1,1,8,19793,3
"ID_17735",1985,1965,1,1,3,12,3695,3
"ID_17755",1985,1934,1,1,3,14,11876,3
"ID_17777",1985,1922,1,2,4,9,3695,1
"ID_17797",1985,1956,1,2,5,11,7917,2
"ID_17820",1985,1954,1,1,3,12,22432,2
"ID_17824",1985,1947,1,1,1,14,14515,3
"ID_17840",1985,1944,1,1,1,17,14515,3
"ID_17864",1985,1958,1,1,1,6,2111,4
"ID_17869",1985,1957,1,1,5,12,11876,3
"ID_17886",1985,1949,0,1,5,15,17154,3
"ID_17895",1985,1960,0,1,1,12,11876,3
"ID_17899",1985,1948,1,1,1,12,22432,4
"ID_17908",1985,1935,1,1,5,16,19793,1
"ID_17918",1985,1964,1,1,1,13,6861,4
"ID_17919",1985,1939,0,1,1,6,6861,3
"ID_17948",1985,1963,0,1,1,12,3695,3
"ID_17957",1985,1959,0,1,5,12,31668,3
"ID_17964",1985,1936,1,1,1,10,528,2
"ID_17976",1985,1957,1,2,4,13,17154,3
"ID_18060",1985,1936,0,1,1,18,96036,3
"ID_18069",1985,1933,0,1,1,8,24543,1
"ID_18071",1985,1953,0,1,1,12,31668,4
"ID_18090",1985,1945,1,1,3,14,7917,4
"ID_18091",1985,1913,0,1,5,13,96036,4
"ID_18112",1985,1932,0,1,1,16,24543,2
"ID_18126",1985,1941,0,1,1,16,96036,4
"ID_18164",1985,1924,0,1,1,13,44863,4
"ID_18184",1985,1940,0,1,3,12,6861,3
"ID_18212",1985,1959,0,1,1,12,31668,3
"ID_18226",1985,1924,0,1,1,12,96036,3
"ID_18231",1985,1926,0,1,1,8,11876,1
"ID_18279",1985,1929,1,1,1,12,14515,3
"ID_18284",1985,1932,1,1,1,13,5806,3
"ID_18289",1985,1950,0,1,1,14,31668,4
"ID_18337",1985,1943,1,1,1,13,7917,3
"ID_18340",1985,1958,0,1,1,11,22432,2
"ID_18411",1985,1964,1,2,5,12,3695,4
"ID_18415",1985,1963,0,2,5,12,7917,3
"ID_18418",1985,1929,1,1,3,9,7917,3
"ID_18432",1985,1936,0,2,1,10,17154,2
"ID_18457",1985,1957,1,1,1,16,3695,4
"ID_18458",1985,1958,1,1,1,13,11876,2
"ID_18467",1985,1919,0,1,1,12,44863,3
"ID_18472",1985,1953,0,1,2,12,11876,3
"ID_18488",1985,1958,1,1,1,18,17154,4
"ID_18502",1985,1948,1,3,1,10,3695,3
"ID_18513",1985,1951,1,1,3,12,14515,2
"ID_18520",1985,1941,0,1,1,20,96036,4
"ID_18527",1985,1932,1,1,1,12,17154,4
"ID_18531",1985,1960,1,1,5,14,5806,3
"ID_18540",1985,1952,1,1,1,13,31668,4
"ID_18544",1985,1964,1,1,5,15,528,3
"ID_18551",1985,1962,0,1,1,17,4750,4
"ID_18555",1985,1958,0,1,1,17,2111,1
"ID_18556",1985,1946,1,1,3,15,6861,3
"ID_18561",1985,1965,1,1,5,9,528,4
"ID_18584",1985,1952,0,1,1,13,44863,4
"ID_18594",1986,1950,0,1,1,18,9173,
"ID_18631",1986,1962,0,1,5,12,24207,
"ID_18648",1986,1955,0,2,5,20,45866,
"ID_18669",1986,1926,0,1,1,16,28029,
"ID_18674",1986,1937,0,3,1,13,19111,
"ID_18676",1986,1957,0,1,1,12,38222,
"ID_18693",1986,1954,0,1,5,12,14015,
"ID_18699",1986,1932,1,2,4,9,14015,
"ID_18717",1986,1959,1,1,1,12,16563,
"ID_18718",1986,1943,0,1,3,10,28029,
"ID_18759",1986,1960,1,2,1,14,11466,
"ID_18815",1986,1954,0,3,1,18,11466,
"ID_18816",1986,1959,1,1,5,12,16563,
"ID_18869",1986,1939,0,1,1,12,24207,
"ID_18902",1986,1923,0,1,1,12,33125,
"ID_18927",1986,1966,1,1,5,11,4587,
"ID_18937",1986,1953,1,1,1,14,16563,
"ID_18944",1986,1961,0,1,5,17,3567,
"ID_18959",1986,1942,0,1,5,20,11466,
"ID_18964",1986,1948,0,1,1,12,21659,
"ID_18977",1986,1945,1,1,1,11,21659,
"ID_19010",1986,1954,1,1,1,12,9173,
"ID_19129",1986,1931,1,1,1,12,14015,
"ID_19140",1986,1935,1,1,1,12,16563,
"ID_19148",1986,1949,1,1,1,18,19111,
"ID_19150",1986,1947,0,1,1,16,28029,
"ID_19151",1986,1952,1,1,5,12,6625,
"ID_19157",1986,1948,1,1,4,11,9173,
"ID_19158",1986,1950,0,1,1,12,6625,
"ID_19160",1986,1959,1,2,5,12,11466,
"ID_19188",1986,1962,0,1,5,16,16563,
"ID_19192",1986,1962,0,1,1,13,19111,
"ID_19205",1986,1959,1,1,5,12,21659,
"ID_19207",1986,1935,1,1,1,12,510,
"ID_19212",1986,1942,0,1,1,10,28029,
"ID_19216",1986,1945,0,1,1,14,28029,
"ID_19227",1986,1961,0,1,5,11,9173,
"ID_19244",1986,1957,0,1,1,16,33125,
"ID_19261",1986,1944,1,1,1,14,19111,
"ID_19268",1986,1959,1,1,5,15,24207,
"ID_19278",1986,1920,1,2,2,9,6625,
"ID_19304",1986,1956,0,2,1,4,14015,
"ID_19315",1986,1954,0,1,1,12,21659,
"ID_19319",1986,1952,0,1,1,9,14015,
"ID_19340",1986,1931,1,1,2,12,38222,
"ID_19345",1986,1940,0,1,4,12,11466,
"ID_19353",1986,1947,1,1,5,17,21659,
"ID_19389",1986,1948,0,2,1,12,28029,
"ID_19421",1986,1956,0,1,1,12,11466,
"ID_19455",1986,1962,1,1,5,16,5606,
"ID_19497",1986,1952,1,1,3,13,16563,
"ID_19503",1986,1921,0,1,1,11,21659,
"ID_19504",1986,1942,0,1,1,12,38222,
"ID_19521",1986,1945,1,1,1,12,6625,
"ID_19531",1986,1951,1,1,1,20,14015,
"ID_19553",1986,1946,0,1,1,15,56058,
"ID_19555",1986,1924,1,1,2,17,38222,
"ID_19566",1986,1935,1,1,4,14,33125,
"ID_19595",1986,1948,0,1,1,14,38222,
"ID_19601",1986,1927,0,1,1,12,28029,
"ID_19608",1986,1958,1,1,4,11,7644,
"ID_19612",1986,1941,1,1,1,6,9173,
"ID_19624",1986,1927,0,1,1,16,45866,
"ID_19657",1986,1929,1,1,1,20,38222,
"ID_19663",1986,1921,0,1,1,16,33125,
"ID_19667",1986,1930,1,1,2,12,7644,
"ID_19709",1986,1942,1,1,1,12,14015,
"ID_19763",1986,1921,1,1,2,14,5606,
"ID_19765",1986,1962,1,1,1,13,4587,
"ID_19790",1986,1958,0,1,5,19,16563,
"ID_19791",1986,1943,0,1,1,12,38222,
"ID_19792",1986,1962,1,1,1,13,3567,
"ID_19802",1986,1959,1,1,1,12,11466,
"ID_19805",1986,1946,0,1,1,16,28029,
"ID_19816",1986,1921,0,1,1,12,24207,
"ID_19823",1986,1958,1,1,1,13,7644,
"ID_19874",1986,1961,0,1,3,16,14015,
"ID_19880",1986,1965,1,2,5,14,4587,
"ID_19911",1986,1946,1,1,3,11,4587,
"ID_19925",1986,1939,0,2,4,10,4587,
"ID_19945",1986,1927,1,1,2,8,9173,
"ID_19972",1986,1958,0,2,5,11,19111,
"ID_20021",1986,1941,1,1,1,12,38222,
"ID_20026",1986,1956,0,3,5,11,9173,
"ID_20038",1986,1963,0,1,5,15,510,
"ID_20056",1986,1949,0,1,3,12,14015,
"ID_20060",1987,1921,1,1,2,18,45000,4
"ID_20095",1987,1950,0,1,1,12,55000,4
"ID_20096",1987,1940,0,1,4,16,32500,4
"ID_20110",1987,1959,0,2,5,12,13750,3
"ID_20113",1987,1941,0,1,5,20,32500,3
"ID_20148",1987,1948,0,1,1,20,9000,3
"ID_20155",1987,1936,0,3,3,10,18750,3
"ID_20157",1987,1960,0,1,5,12,21250,3
"ID_20193",1987,1953,0,1,1,14,18750,3
"ID_20202",1987,1925,1,1,2,12,13750,3
"ID_20210",1987,1928,1,2,1,9,4500,3
"ID_20220",1987,1940,1,2,3,12,45000,4
"ID_20225",1987,1938,0,1,5,13,13750,3
"ID_20236",1987,1937,0,1,1,9,9000,3
"ID_20239",1987,1948,1,1,1,16,2000,3
"ID_20242",1987,1953,0,1,5,17,18750,3
"ID_20245",1987,1956,1,2,4,13,11250,3
"ID_20248",1987,1943,0,1,3,13,32500,3
"ID_20268",1987,1955,0,1,5,16,32500,3
"ID_20327",1987,1950,1,1,3,16,21250,2
"ID_20351",1987,1932,0,1,1,16,27500,3
"ID_20373",1987,1951,1,1,1,12,3500,3
"ID_20379",1987,1931,0,1,1,18,92594,4
"ID_20387",1987,1922,1,1,2,13,11250,3
"ID_20406",1987,1961,0,1,5,18,18750,3
"ID_20424",1987,1949,0,1,1,12,27500,4
"ID_20435",1987,1951,0,2,4,11,11250,3
"ID_20442",1987,1967,1,1,5,13,21250,3
"ID_20466",1987,1960,0,1,1,13,32500,3
"ID_20471",1987,1964,0,1,5,16,7500,4
"ID_20473",1987,1938,0,1,1,14,45000,4
"ID_20489",1987,1933,0,1,1,14,55000,3
"ID_20498",1987,1950,0,1,5,20,23750,3
"ID_20519",1987,1951,0,1,5,18,92594,4
"ID_20535",1987,1929,1,1,1,14,16250,3
"ID_20544",1987,1954,0,1,1,15,37500,4
"ID_20556",1987,1959,1,1,5,16,16250,4
"ID_20557",1987,1958,1,1,5,17,16250,4
"ID_20577",1987,1966,0,2,5,13,7500,3
"ID_20580",1987,1942,1,2,3,12,37500,3
"ID_20610",1987,1942,1,1,3,12,11250,4
"ID_20615",1987,1936,1,1,5,17,45000,4
"ID_20616",1987,1929,1,1,1,16,2000,3
"ID_20619",1987,1933,1,2,1,12,7500,3
"ID_20621",1987,1939,1,2,3,12,27500,3
"ID_20623",1987,1919,0,2,1,14,21250,3
"ID_20636",1987,1941,1,1,1,12,27500,3
"ID_20657",1987,1953,1,2,3,8,21250,2
"ID_20671",1987,1956,1,1,1,12,7500,3
"ID_20703",1987,1947,1,1,1,18,27500,3
"ID_20717",1987,1932,1,1,1,12,9000,3
"ID_20749",1987,1959,0,2,5,12,13750,4
"ID_20754",1987,1937,1,1,1,18,23750,4
"ID_20755",1987,1951,0,1,1,15,37500,3
"ID_20770",1987,1951,0,1,1,12,18750,3
"ID_20799",1987,1941,0,1,1,12,45000,1
