"SubID","hsg","blk","hsp","nonint","mhs","mcol","fhs","fcol","adjinc","urb","empl","unem80","wtest","age"
"462",1,0,0,1,0,1,0,1,1.85,1,0,4.6,0,22
"463",1,0,0,0,1,0,0,0,1.7321,1,2,8.6,1.267,22
"464",1,0,0,0,1,0,0,1,1.1339,1,2,8.6,0.16,21
"465",1,0,0,0,0,0,0,0,1.3,1,1,8.6,0.03,22
"466",1,0,0,0,0,0,0,1,0.5824,1,2,8.6,0.68,20
"467",1,0,0,0,0,1,0,0,0.2254,1,1,8.6,1.194,21
"468",0,0,0,1,0,0,0,0,0.2268,1,2,7,-1.865,21
"469",1,0,0,0,1,0,0,0,1,1,2,7,-0.967,21
"470",1,0,0,0,0,1,0,1,2,1,1,7,0.211,22
"471",1,0,0,1,1,0,0,0,0.6351,1,2,7,-0.565,21
"475",1,0,0,0,1,0,0,1,1.2522,1,2,6.6,-0.538,21
"476",1,0,0,0,1,0,0,1,2,1,1,7.5,1.04,22
"477",1,0,0,0,0,1,1,0,1.25,1,0,6.6,0.891,21
"478",1,0,0,0,0,0,0,1,1.3416,1,1,6.6,1.296,22
"479",1,0,0,0,1,0,0,1,1.118,1,1,3.7,0.47,20
"480",1,0,0,0,0,1,0,1,3.5,1,2,6.9,0.458,21
"481",0,1,0,0,0,0,0,0,0.6957,1,0,6.6,-1.423,22
"482",1,0,0,0,1,0,0,0,0.3831,1,1,7.6,-0.718,22
"483",0,0,0,1,0,0,1,0,0.149,1,2,7.6,-1.072,21
"484",1,0,0,0,1,0,1,0,1.3856,1,2,7.6,-0.218,21
"485",1,0,0,0,0,0,0,0,0.805,1,2,7.7,-1.051,21
"486",1,0,0,1,0,0,0,0,0.6928,1,0,7.6,0.437,22
"487",1,0,0,0,0,1,0,1,1.6,1,1,8,1.828,22
"490",1,0,0,0,1,0,0,0,0.9238,1,0,7.6,0.393,21
"491",0,0,0,1,0,0,0,0,0.4023,1,0,7.6,-1.25,22
"492",1,0,0,0,0,0,0,0,1.05,1,1,5.9,-1.314,21
"493",1,0,0,0,1,0,1,0,0.6124,1,1,4.8,1.295,22
"496",1,0,0,1,0,0,0,0,0.5,1,2,5.9,1.407,21
"497",1,0,0,0,0,1,0,1,0.9827,1,1,12.9,1.264,22
"498",1,0,0,0,0,1,0,1,0.9827,1,2,5,1.396,20
"499",1,0,0,0,0,1,0,1,0.9827,1,2,6.7,1.319,20
"501",1,0,0,1,1,0,0,0,0.5374,1,0,12.9,1.292,22
"502",1,0,0,0,0,0,1,0,0.5,1,2,12.9,0.083,21
"503",1,0,0,0,1,0,0,0,0.5715,1,2,12.9,-1.103,20
"504",1,0,0,1,1,0,0,0,0.694,1,1,6.9,0.64,22
"505",1,0,0,1,1,0,0,0,0.694,1,1,6.9,0.635,20
"506",1,0,0,1,1,0,1,0,0.7115,1,1,12.9,-0.602,22
"507",1,0,0,1,1,0,1,0,0.7115,1,1,6.9,1.268,21
"509",1,0,0,0,1,0,0,1,0.8165,1,1,12.9,0.746,22
"510",1,0,0,0,1,0,0,1,1.033,0,0,7.4,-0.367,21
"511",1,0,0,0,1,0,1,0,0.6124,0,2,5.7,1.133,21
"512",1,0,0,0,1,0,1,0,0.6124,0,2,5.7,0.196,20
"513",0,0,0,0,0,0,0,0,0.4041,0,2,7.4,-0.907,22
"514",0,0,0,0,0,0,0,0,0.3176,0,0,7.4,-1.518,22
"515",1,0,0,0,0,0,0,0,0.2907,0,2,7.4,-0.978,21
"517",0,0,0,0,0,0,0,0,0.4157,1,0,3,-0.747,21
"518",0,0,0,0,1,0,0,0,0.8497,1,2,3,-1.331,21
"519",1,0,0,0,0,1,0,1,3.7501,1,1,3,1.073,22
"520",1,0,0,0,0,0,0,1,4.3302,1,2,3,0.414,22
"521",1,0,0,0,0,1,0,1,2.25,1,2,3,1.215,21
"522",1,0,1,0,1,0,1,0,0.8944,1,1,3,0.461,21
"524",1,0,0,0,0,0,0,0,0.2776,1,1,5.1,-1.476,21
"526",1,0,0,0,1,0,0,0,0.5883,1,2,4.7,-0.609,21
"528",1,0,0,0,0,1,0,1,1.15,0,2,4.7,0.267,21
"529",1,0,0,1,0,1,0,1,1.2374,0,1,4.2,1.541,21
"530",1,0,0,1,1,0,1,0,0.5367,0,1,4.7,-0.393,21
"531",1,0,0,1,1,0,1,0,0.567,0,1,4.7,1.164,21
"532",1,0,0,0,1,0,1,0,0.7917,0,2,4.7,0.592,21
"535",1,0,1,0,0,0,0,0,0.492,0,1,13.4,0.179,22
"536",1,0,0,0,0,0,1,0,0.6124,0,2,8.2,-1.17,21
"538",0,0,0,1,0,0,0,0,1.096,0,1,8.2,-0.92,21
"539",1,0,0,0,0,1,0,1,0.6708,0,2,8.2,1.118,21
"540",1,0,0,1,1,0,0,1,1.2,0,1,8.2,-0.042,21
"541",1,0,0,1,1,0,1,0,0.9238,0,1,16.6,0.284,21
"542",0,0,0,0,0,0,0,0,0.4619,0,1,10.7,-1.057,22
"543",1,0,0,0,0,0,0,0,0.2773,0,2,10.7,-0.588,21
"544",1,0,0,0,1,0,0,1,0.3001,1,0,10.9,-0.963,22
"545",1,0,0,0,0,0,0,1,0,0,2,10.7,0.069,21
"546",1,0,0,1,0,0,0,0,1.1547,0,0,10.9,-0.755,20
"547",1,0,0,1,0,1,0,1,0.7181,0,2,10.7,1.223,22
"548",1,0,0,0,1,0,1,0,1.2247,0,0,6.9,0.782,22
"551",1,0,0,0,0,0,1,0,0.8165,0,1,5.1,-0.6,22
"552",1,0,0,0,0,0,1,0,0.8165,0,1,4.1,-0.828,21
"553",1,0,0,0,1,0,0,1,0.9365,1,1,6.9,0.896,21
"554",1,0,0,0,1,0,1,0,0.6708,0,2,5.1,0.568,21
"555",1,0,0,0,0,0,0,0,0.3578,0,1,4.7,0.963,22
"556",0,0,0,0,1,0,0,0,0.5,0,1,4.6,-0.762,21
"557",1,0,0,0,0,1,0,0,0.866,0,2,8.2,1.105,22
"559",1,0,0,0,1,0,1,0,0.5715,1,1,5.1,1.498,22
"560",0,0,0,0,0,0,0,0,0.2531,0,2,5.1,-1.73,21
"561",1,0,0,0,0,1,0,1,0.6425,0,1,4.4,1.36,21
"562",0,0,0,0,0,0,0,0,0.5335,0,2,9.2,-1.781,21
"563",1,0,0,0,0,0,0,0,0.3024,0,2,12.2,-0.56,22
"566",1,0,0,0,1,0,0,1,0.9,0,2,4.9,0.128,21
"570",0,0,0,1,0,0,0,0,0.4419,0,1,4.9,-1.584,22
"571",0,0,0,0,0,0,0,0,0.6333,0,0,4.9,-1.608,21
"572",1,1,0,0,0,0,0,0,0.1508,0,2,4.9,-1.069,21
"573",1,1,0,0,0,0,0,0,0.1508,0,2,4.9,0.702,20
"574",1,0,0,0,1,0,1,0,1.2611,0,1,4.9,-0.192,22
"575",0,0,0,1,1,0,0,0,0.8573,0,1,4.9,-0.094,22
"576",0,0,0,0,0,0,0,0,0.4246,0,2,5,-1.291,20
"577",0,0,0,0,0,0,1,0,0.8315,0,2,7.5,-0.303,21
"578",1,0,0,0,1,0,0,0,0.3464,0,1,7.5,-0.664,22
"580",1,1,0,0,0,0,0,0,0.4919,1,1,6,-1.062,20
"581",1,1,0,0,1,0,1,0,0.3618,1,0,6,-1.786,22
"582",1,0,0,0,1,0,0,0,0.8944,1,1,6,0.183,20
"583",1,0,0,0,1,0,0,0,0.8944,1,2,6,-0.219,20
"585",1,0,0,1,1,0,1,0,0.5196,1,1,6.9,0.436,22
"586",1,0,0,0,0,1,0,0,2.25,1,0,11.6,1.065,21
"587",1,0,0,0,1,0,0,0,0.55,1,0,11.6,0.063,20
"589",1,0,0,1,0,0,0,0,0.8165,1,2,11.6,0.319,22
"591",1,0,1,0,0,0,0,0,0.4249,1,2,3.6,-0.329,22
"592",1,0,1,1,1,0,0,0,0.49,1,0,7.8,-0.694,21
"593",1,0,1,0,1,0,0,1,0.6803,1,2,8,1.432,21
"594",1,0,1,0,0,1,1,0,1.5285,1,2,3.7,1.043,22
"596",1,0,1,0,0,0,1,0,0.8165,1,0,8,1.031,22
"598",1,0,1,0,0,1,0,1,1.0614,1,2,8.1,1.108,22
"599",1,0,1,0,0,0,0,0,0.6364,1,2,12.4,-0.333,21
"601",1,1,0,1,0,0,1,0,0.3593,1,1,5.9,-0.579,22
"602",1,1,0,0,1,0,1,0,0.8,1,2,11.4,-0.478,20
"603",0,1,0,1,0,0,0,1,0.2944,1,2,11.4,-1.122,21
"605",1,1,0,0,1,0,1,0,0.5814,1,0,11.4,-0.694,22
"606",0,1,0,1,0,0,1,0,0.3,1,2,11.4,-1.433,21
"607",0,1,0,1,1,0,1,0,0.2828,1,2,11.4,-1.793,22
"608",1,1,0,1,0,1,1,0,0.5303,1,1,11.4,-0.338,22
"611",1,1,0,0,1,0,1,0,0.7865,1,1,8.4,-1.24,22
"612",1,1,0,1,0,0,1,0,0.2055,1,0,8.4,-1.636,22
"613",0,1,0,1,0,0,1,0,0.2055,1,0,8.4,-1.303,20
"614",1,1,0,1,1,0,0,1,0.4,1,2,7.4,0,22
"615",1,1,0,1,1,0,1,0,0.4899,1,2,14.3,-0.056,20
"616",0,1,0,1,0,0,0,0,0.233,1,1,14.3,-1.568,22
"617",1,1,0,0,1,0,0,0,0.7348,1,1,6.9,-0.187,21
"618",1,1,0,0,1,0,0,0,0.7348,1,2,14.3,-1.112,20
"619",0,1,0,1,0,0,0,0,0.0787,1,0,7.2,-0.877,21
"620",1,1,0,0,1,0,1,0,0.5367,1,2,7.2,-0.147,22
"621",1,1,0,0,0,0,1,0,1.1717,1,2,7.2,0.555,22
"622",1,1,0,1,0,0,1,0,0.5594,1,2,7.2,-0.934,20
"623",1,1,0,0,0,1,1,0,0.48,1,1,6.8,-1.797,20
"624",1,1,0,0,0,0,0,0,1.0733,1,2,6.8,-1.684,21
"627",1,1,0,0,1,0,0,0,0.1342,1,2,6.8,0.251,21
"629",1,1,0,0,1,0,1,0,0.3674,1,2,6.8,-1.992,21
"631",1,1,0,1,1,0,1,0,0.7603,1,2,6.8,-0.946,21
"632",1,1,0,1,1,0,0,1,0.6425,1,2,6.9,0.006,22
"633",1,1,0,1,0,0,0,0,0.2694,1,2,6.7,-0.885,21
"635",1,1,0,0,1,0,0,0,0.4,1,2,7,-0.945,21
"636",1,1,0,1,0,0,0,0,0.3175,0,2,9.8,-1.302,21
"637",0,1,0,0,0,0,0,0,0.5443,0,2,9.8,-1.168,22
"639",1,1,0,1,0,1,0,1,0.3002,0,2,9.8,-0.148,21
"640",1,1,0,1,0,0,1,0,0.1939,0,2,10.2,-1.068,22
"642",0,1,0,1,0,0,0,0,0.2449,0,2,6.9,-1.237,21
"644",1,1,0,1,0,0,0,0,0.0996,0,2,6.9,-0.136,22
"645",1,1,0,0,1,0,1,0,0.2236,0,2,10.9,0.651,21
"646",1,1,0,1,0,0,0,0,0.0265,0,2,6.5,1.227,22
"647",1,1,0,1,0,0,1,0,0.2453,1,1,7.6,-1.199,21
"649",1,1,0,0,0,0,0,0,0.2297,0,1,4.7,-0.978,22
"650",1,1,0,0,0,0,0,0,0.3708,0,2,6.9,-0.102,22
"651",1,1,0,1,0,0,0,0,0.2539,0,1,8.6,-0.796,21
"652",1,1,0,1,0,0,1,0,0.2735,0,2,6.9,-0.745,22
"653",1,0,0,1,0,0,0,0,0.2508,1,0,6.9,0.613,21
"655",1,1,0,1,0,0,0,0,0.2683,1,0,6.2,0.127,21
"656",0,1,0,1,1,0,1,0,0.2498,1,0,9,-0.114,21
"657",1,1,0,1,0,0,1,0,0.2957,1,2,9,-1.308,21
"658",1,0,0,1,0,0,0,1,0.3249,1,0,7.3,-1.28,22
"659",1,0,1,0,1,0,0,1,0.7603,1,1,9.2,-0.189,21
"661",1,0,1,1,0,0,0,0,0.3264,1,0,9.2,-1.182,21
"662",1,0,1,1,0,0,0,0,0.192,1,0,6.9,-0.953,21
"663",1,0,0,1,1,0,0,0,0.2375,1,0,9.2,0,22
"664",1,0,0,0,1,0,1,0,0.7155,1,2,9.2,-0.045,21
"665",1,0,1,1,0,0,0,0,0.1282,1,2,6.9,0.947,21
"666",1,0,1,0,0,0,0,0,0.2458,1,0,9.2,0.764,22
"667",1,1,0,1,1,0,0,0,0.0831,1,0,9.2,-0.874,20
"668",1,1,0,1,1,0,1,0,1.0041,1,0,6.3,0.039,22
"669",1,1,0,0,1,0,1,0,1.8475,1,2,6.2,0.822,22
"671",0,1,0,1,1,0,1,0,1.45,1,0,5.8,-0.7,21
"672",1,1,0,1,0,0,1,0,0.3,1,0,4.3,-0.507,21
"673",1,1,0,1,0,0,0,0,0.3,1,1,4.3,-1.147,21
"674",1,1,0,1,0,0,0,0,0.85,1,0,4.3,-0.631,22
"675",1,1,0,1,0,0,0,0,0.4596,1,1,4.3,-0.605,21
"677",1,0,0,0,0,0,0,0,0.5411,1,0,4.3,-0.663,20
"678",1,1,0,1,0,1,0,1,0.9394,1,0,5.6,-1.154,21
"679",1,0,1,0,1,0,0,0,0.5774,1,2,3.7,0.037,20
"680",1,1,0,0,1,0,0,0,0.8165,1,0,3.7,-1.253,21
"682",1,1,0,1,0,0,1,0,0.1564,0,0,5.7,-0.438,22
"684",1,1,0,1,0,0,0,0,0.3704,1,2,5.1,-0.612,20
"685",1,1,0,0,1,0,0,0,0.8693,1,0,8,-0.338,22
"687",1,1,0,0,0,1,0,1,0.2,1,2,9.1,-0.173,20
"688",1,1,0,0,0,1,0,1,2.5,1,1,9.1,1.562,21
"689",1,1,0,1,1,0,0,0,1.2075,1,0,6.9,-0.513,22
"691",1,0,0,1,0,0,1,0,0.7559,1,0,7.1,0.422,21
"692",0,1,0,0,0,0,0,0,0.3479,1,0,7.1,-0.984,22
"693",1,1,0,0,1,0,1,0,0.8165,1,2,6.8,1.167,22
"694",0,1,0,1,1,0,1,0,0.6532,1,2,7.1,-1.114,21
"695",1,1,0,1,0,0,1,0,0.35,1,2,7.1,-0.919,22
"696",0,1,0,1,0,1,0,0,0.313,1,1,7.5,-0.125,22
"697",1,1,0,0,1,0,1,0,0.2858,1,2,6.9,0.092,22
"698",0,1,0,1,0,0,0,0,0.4082,1,0,7.5,-1.556,22
"699",1,1,0,0,0,0,1,0,0.3536,1,0,7.5,-1.194,22
"700",1,1,0,0,0,0,1,0,0.3536,1,0,7.5,-1.029,21
"701",1,1,0,1,0,0,0,0,0.4025,1,0,6.9,-0.265,22
"702",1,1,0,1,0,1,0,0,0.297,1,1,6.9,-0.637,22
"703",1,1,0,0,1,0,0,0,0.2041,1,0,7.5,-0.992,22
"704",0,1,0,1,0,0,1,0,0.6803,1,1,11.1,-0.57,22
"706",1,1,0,0,0,0,0,0,0.75,1,1,6,-1.414,22
"707",0,1,0,1,1,0,0,0,0.4061,1,0,6,-1.595,22
"708",1,1,0,0,0,0,0,0,0.3421,1,1,4.2,1.524,21
"709",1,1,0,1,0,1,0,1,0.8,1,1,4.5,-0.179,21
"710",1,1,0,0,0,0,1,0,0.347,1,2,4.5,-1.195,21
"711",1,1,0,0,0,1,0,0,1.25,1,2,5.6,1.094,21
"712",1,1,0,0,1,0,1,0,0.8944,1,1,4.2,0.304,21
"713",0,1,0,0,0,0,0,0,0.2342,1,0,4.5,-0.851,22
"714",0,1,0,0,0,0,0,0,0.2939,1,1,5.9,-1.896,22
"716",1,1,0,0,1,0,1,0,0.5814,1,2,5.9,-0.372,21
"717",1,1,0,0,1,0,1,0,2.0496,1,2,5.9,-0.057,20
"718",1,1,0,0,0,0,0,0,0.5715,1,2,5.3,-0.273,21
"721",1,0,0,0,0,0,1,0,1.05,1,1,5.2,1.096,21
"723",1,0,0,0,0,1,0,1,2.6386,1,2,5,1.537,22
"724",1,0,0,0,0,0,0,0,0.3503,1,2,5,-0.276,22
"725",1,0,0,0,0,0,0,0,0.85,1,1,5,0.549,20
"726",1,0,0,1,0,1,0,0,0.4,1,2,5,0.725,22
"727",1,0,1,1,0,0,0,0,0.35,1,0,5,0,22
"729",1,1,0,1,1,0,1,0,0.0751,1,2,5.7,-1.816,21
"731",1,1,0,0,1,0,1,0,0.75,1,0,6.3,-0.425,21
"733",1,1,0,0,1,0,0,1,0.8944,1,2,6.3,-0.925,21
"734",1,1,0,1,1,0,1,0,0.9526,1,0,8.3,-0.975,21
"735",1,1,0,0,0,1,0,0,0.8497,1,1,5.1,-0.145,21
"736",1,1,0,0,1,0,0,0,0.5389,1,2,6.3,-0.172,21
"738",0,1,0,0,0,1,0,0,0.1768,1,0,6.3,-0.868,22
"739",1,1,0,0,0,1,0,0,0.1768,1,2,6.3,-1.333,21
"740",1,0,0,0,0,1,0,1,1.5,1,1,3.5,1.226,21
"741",1,0,1,0,0,0,0,0,0.9839,1,1,3,-1.333,22
"742",1,1,0,0,0,0,0,0,1.2,1,2,3,-0.299,20
"743",0,1,0,0,0,0,0,0,0.3674,1,1,3,-1.781,22
"744",1,1,0,0,0,0,0,0,0.6762,1,2,3,-0.887,21
"745",1,1,0,0,0,0,0,0,0.3436,1,0,3,-1.439,20
"747",0,1,0,1,0,0,1,0,0.09,1,0,5.5,-1.398,22
"748",1,1,0,1,1,0,1,0,0.7,1,1,3.4,-0.29,21
"749",1,1,0,0,0,0,1,0,0.7071,1,0,3.4,-1.321,21
"750",0,0,1,0,0,0,0,0,0.9815,1,2,3.4,-1.39,21
"751",1,0,0,0,1,0,0,1,1.591,1,2,10.2,0.057,21
"753",1,1,0,1,0,0,0,0,0.3408,1,1,10.2,0.072,21
"754",0,0,1,1,0,0,0,0,0.1556,1,2,10.2,-1.118,21
"755",1,0,1,0,0,0,0,0,0.5168,1,1,8.9,0.458,21
"756",1,0,1,0,1,0,1,0,1.3416,1,1,8.9,-0.383,21
"758",0,0,1,0,0,0,0,0,0.1512,1,1,8.9,-0.627,22
"759",1,1,0,0,1,0,0,1,0.1225,1,0,6.8,1.109,21
"760",1,1,0,1,0,1,1,0,1.1,1,2,7,-0.338,21
"761",1,0,1,0,1,0,0,0,0.45,1,2,7,-0.23,22
"762",1,1,0,0,0,1,0,1,1.35,1,0,4.1,-0.398,21
"763",0,0,1,0,0,0,0,0,0.1837,1,2,4.1,-0.946,22
"765",0,0,1,0,0,0,0,0,0.24,1,2,4.1,-1.438,21
"767",1,0,0,0,1,0,0,1,0.6708,1,2,6,0.458,22
"768",1,0,1,0,0,0,0,0,0.867,1,0,6,0.151,21
"769",1,0,1,0,0,0,0,0,0.15,1,2,6,0.824,21
"770",0,0,1,0,0,0,0,0,0.7348,1,1,6,0.177,21
"771",1,0,0,0,1,0,0,1,1.4087,1,1,6,0.351,21
"772",1,0,1,0,0,1,1,0,1.0206,1,1,6,1.064,22
"773",0,0,0,0,0,1,0,1,1.0206,1,0,6,-0.257,21
"775",1,1,0,0,1,0,0,1,0.4919,1,0,6,0.184,22
"776",1,1,0,0,1,0,0,0,0.4,1,0,7.4,-0.771,21
"777",1,1,0,0,1,0,1,0,0.5657,1,1,6,-0.802,22
"778",0,1,0,1,0,1,1,0,0.2656,1,1,6,-1.582,22
"779",1,1,0,1,1,0,1,0,0.253,1,1,6,-0.979,21
"780",1,0,1,0,0,0,0,0,0.5501,1,0,6,0.817,22
"781",0,0,1,0,0,0,0,0,0.284,1,0,6,0,22
"783",0,0,1,0,0,0,0,0,0.1206,1,1,12.4,-1.417,22
"784",0,0,1,0,0,0,0,0,0.3552,0,0,10.2,-0.243,22
"786",1,0,1,1,0,0,0,0,0.378,0,0,10.2,-0.21,21
"787",0,0,1,0,0,0,0,0,0.5456,1,0,8,-0.887,20
"788",1,0,1,0,0,0,0,0,0.4743,1,0,8,-0.785,21
"789",1,0,1,0,0,0,0,0,0.5586,1,1,8,-0.352,22
"790",0,0,1,0,0,1,0,0,0.6325,1,2,8,-1.124,22
"793",1,0,0,0,0,1,0,1,0.8497,0,1,6,0.295,21
"794",1,1,0,0,0,0,0,0,0.1,1,2,9.1,-0.86,20
"796",1,1,0,0,0,0,1,0,0.5669,1,1,6.9,-0.843,22
"798",1,1,0,0,1,0,1,0,0.1225,0,0,4.3,-0.299,22
"799",0,1,0,0,0,0,0,0,0.4009,0,0,5.4,-0.968,21
"801",1,1,0,1,0,0,1,0,0.5367,0,2,4.2,-0.617,21
"802",1,1,0,0,1,0,1,0,0.3402,1,0,6.9,-1.025,21
"803",1,1,0,0,1,0,1,0,2,1,1,7,0.01,22
"804",1,1,0,0,0,0,0,0,0.4158,1,2,8.6,-1.456,21
"806",1,1,0,0,1,0,1,0,0.3536,1,2,8.6,-1.011,21
"807",0,1,0,1,0,0,0,0,0.2449,1,0,8.6,-0.723,22
"808",1,1,0,0,0,0,0,0,0.4937,1,2,8.5,-0.367,21
"809",1,0,1,0,0,0,0,0,0.4243,1,2,6.1,-0.993,22
"810",1,0,0,0,0,1,0,1,0.5926,1,2,2.9,-0.108,21
"811",0,0,1,0,0,0,0,0,0.1897,1,2,7.4,-1.48,21
"812",1,0,1,1,0,0,0,0,0.291,1,2,7.8,-0.211,21
"813",1,0,1,1,0,0,0,0,0.3,1,2,7.8,0.177,21
"815",1,0,1,0,0,0,0,1,0.3162,1,0,8,-0.713,22
"816",1,0,1,0,0,0,1,0,0.2531,1,2,8,-0.38,21
"817",1,0,1,0,0,0,1,0,0.6891,1,1,3.7,0.746,22
"818",1,0,1,0,0,0,1,0,0.208,1,2,6.9,0.893,21
"819",1,0,1,0,1,0,1,0,0.3084,1,0,6.9,-0.241,22
"820",0,0,0,1,0,0,0,0,0.0776,1,2,6.7,-1.005,21
"821",1,0,1,1,0,1,1,0,1.25,1,1,8.1,1.328,21
"823",1,0,1,1,0,0,0,0,0.5,1,2,8.4,-1.074,21
"824",1,1,0,1,0,0,0,0,0.2449,1,0,8.4,-1.143,22
"827",1,1,0,1,1,0,0,1,1.5061,1,2,6.9,-0.077,22
"828",1,1,0,0,0,0,0,0,0.3144,0,2,9.8,-1.815,21
"830",1,1,0,1,0,0,0,0,0.119,0,0,9.8,-0.808,22
"831",1,1,0,1,0,0,0,0,0.119,0,2,9.8,0.712,20
"832",1,1,0,0,0,0,0,0,0.1308,0,2,6.9,-1.188,20
"833",0,0,1,0,0,0,0,0,0.3098,0,0,5.8,-1.436,20
"834",1,1,0,0,0,0,0,0,0.5216,0,2,4.7,-0.645,21
"835",1,1,0,0,0,0,0,0,0.1399,0,2,4.7,0.147,21
"836",1,1,0,0,0,0,0,0,0.2167,0,2,8.6,-1.73,22
"837",0,1,0,1,0,0,0,0,0.1704,0,0,8.6,-1.537,22
"838",0,0,0,1,0,0,0,0,0.1682,1,2,6.5,-0.049,21
"839",1,1,0,0,0,1,0,1,0.5307,1,2,3.4,0.547,22
"840",0,0,1,0,0,0,0,0,0.5814,1,1,4.9,-0.716,22
"841",0,0,1,0,0,0,0,0,0.225,1,0,4.2,-1.843,22
"842",1,1,0,1,1,0,0,0,0.85,1,1,6.2,-0.172,22
"843",1,1,0,0,0,1,0,0,0.4667,1,2,6.2,-1.605,22
"844",1,1,0,0,1,0,1,0,0.1484,1,2,6.2,-1.163,22
"846",1,0,1,0,0,1,0,0,0.5367,1,2,9.2,-1.375,22
"847",1,0,1,1,0,0,0,0,0.313,1,2,9.2,-0.886,21
"848",1,0,0,1,0,0,0,0,0.2449,1,2,6.3,-0.685,22
"849",1,0,0,0,0,0,0,0,0.85,1,2,6.3,1.586,21
"850",1,0,0,0,1,0,0,0,0.8165,1,0,5.5,0.043,21
"851",1,1,0,0,0,0,0,0,0.3667,1,1,5.7,-0.994,21
"852",1,1,0,1,0,0,0,0,0.2776,1,0,5.7,-0.166,21
"854",1,1,0,1,1,0,1,0,0.225,1,1,6.9,0.168,22
"855",0,0,1,1,1,0,1,0,0.2475,1,0,7.5,-1.805,22
"856",0,0,1,0,0,0,0,1,0.7201,1,0,7.5,-0.791,20
"858",1,1,0,0,1,0,0,0,0.6928,1,2,11.1,0.406,21
"859",1,0,1,0,1,0,1,0,1.2247,1,2,3.6,0.119,21
"860",1,1,0,1,1,0,1,0,0.1633,1,0,5.9,-0.246,22
"861",1,1,0,0,0,0,0,1,1.225,1,1,6.9,0.854,21
"862",1,0,0,0,1,0,0,0,1.2701,1,0,5.2,0.316,22
"863",1,0,0,0,1,0,0,0,1.1547,1,0,5.2,0.449,22
"864",1,0,0,0,1,0,1,0,0.55,1,2,5,0.229,21
"866",1,1,0,0,0,0,0,1,0.6718,1,2,6.3,-1.593,21
"867",0,1,0,0,1,0,1,0,0.6928,1,2,6.3,-0.992,22
"870",1,0,1,0,0,0,0,0,0.8315,1,1,3.4,-0.214,22
"871",1,0,1,0,0,0,0,0,0.4899,1,2,3.4,-0.936,21
"872",1,0,1,0,0,0,0,0,1.05,1,1,3.4,-1.046,22
"873",1,0,0,0,1,0,0,1,1.3416,1,1,3.6,1.292,21
"874",0,0,1,1,0,0,0,0,0.5303,1,2,10.2,-1.174,20
"876",1,0,1,0,1,0,0,1,0.5339,1,2,10.2,-0.111,21
"877",0,1,0,1,1,0,1,0,0.3584,1,0,10.2,-1.535,21
"878",1,0,1,1,0,0,0,0,0.3542,1,0,8.9,-1.047,22
"879",1,0,1,0,0,0,0,0,0.4313,1,0,8.6,-1.111,21
"880",1,0,1,0,0,1,0,1,1.3,1,2,4.5,-0.134,21
"881",1,1,0,0,1,0,0,0,0.866,1,2,4.6,0.452,21
"882",0,0,1,0,0,0,0,0,1.25,1,1,6.8,-1.365,22
"883",1,1,0,1,1,0,0,1,0.7348,1,0,5.4,-0.019,22
"884",1,1,0,0,0,1,0,1,0.7348,1,2,7,-0.679,20
"885",0,0,1,0,1,0,1,0,0.4067,1,1,7,-1.283,21
"886",0,0,1,0,0,0,0,0,0.4899,1,2,4.1,-0.677,21
"887",1,0,1,0,0,0,0,0,0.4899,1,2,6.1,-1.805,22
"888",1,1,0,0,0,1,0,1,0.7559,1,0,6,-1.246,21
"889",0,0,1,0,0,0,0,0,0.5657,1,2,6,-1.632,20
"890",0,0,1,0,0,0,0,0,0.65,1,1,6,-0.119,21
"891",0,0,1,0,0,0,0,0,0.147,1,0,6,-1.805,21
"892",1,0,1,0,1,0,0,0,0.8944,1,2,6,-0.087,21
"893",0,0,1,1,0,0,1,0,0.3,1,0,10.8,-0.743,21
"894",1,0,1,1,1,0,1,0,0.7506,1,2,9.2,0.452,20
"895",1,0,1,1,0,1,0,1,0.1968,1,0,9.2,-0.656,22
"896",1,0,1,1,1,0,1,0,0.22,1,2,5.4,0.174,21
"897",0,0,1,1,0,0,0,0,0.2791,1,1,9.2,-1.796,22
"898",1,0,1,0,0,0,0,0,0.8333,0,1,10.2,-1.326,22
"899",1,0,1,0,0,0,0,0,0.8333,0,2,10.2,-1.072,20
"900",0,0,1,0,0,0,0,0,0.4914,1,0,8,-1.626,22
"901",1,0,1,0,0,0,0,0,0.2899,1,0,8,-0.48,21
"902",1,1,0,0,1,0,0,0,0.3253,1,1,3.5,-1.298,22
"906",1,1,0,1,0,0,0,0,0.45,0,2,6.9,-1.002,22
"908",1,1,0,1,0,0,0,0,0.9839,1,1,14.9,1.154,22
"909",1,0,1,1,0,0,0,0,0.3811,1,2,8.1,-0.369,20
"910",0,1,0,1,0,0,0,0,0.1508,0,2,6.9,-1.334,20
"911",0,1,0,1,0,0,0,0,0.1768,0,0,6.9,-1.767,20
"913",1,1,0,0,0,1,0,1,1.5652,1,2,6.5,0.501,22
"914",1,0,1,0,1,0,1,0,1.75,1,0,6.3,0.892,21
"916",0,1,0,1,0,0,0,0,0.3578,1,0,9.1,-1.199,20
"917",1,0,1,0,0,0,0,0,0.2255,1,0,7.5,-1.786,22
"918",1,0,1,0,0,0,0,0,0.2255,1,2,7.5,-1.623,21
"919",1,1,0,1,0,0,0,1,0.6667,1,2,8.3,-0.711,21
"920",1,1,0,1,0,0,0,1,0.288,1,2,3.6,0.003,22
